"Agency","Subagency","accountID","Title","Obligation"
"Department of the Treasury","Fiscal Service",1239,"Gulf Coast Restoration Trust Fund, Bureau of the Fiscal Service, Treasury",296080690.61
"Department of the Treasury","Federal Financing Bank",1164,"Federal Financing Bank Revolving Fund, Treasury",1694956099.61
"Department of the Treasury","Alcohol and Tobacco Tax and Trade Bureau",1178,"Internal Revenue, Collections for Puerto Rico, Treasury",364804678.56
"Department of the Treasury","Bureau of Engraving and Printing",1163,"Bureau of Engraving and Printing Fund, Treasury",712074466.36
"Department of the Treasury","United States Mint",1159,"United States Mint Public Enterprise Fund, Treasury",2203908994.33
"Department of the Treasury","Internal Revenue Service",1117,"Build America Bond Payments - Recovery Act, Internal Revenue Service, Treasury",3628767036.35
"Department of the Treasury","Internal Revenue Service",1107,"Payment Where Earned Income Credit Exceeds Liability for Tax, Internal Revenue Service, Treasury",59749187570.65
"Department of the Treasury","Internal Revenue Service",1112,"Payment Where Child Tax Credit Exceeds Liability for Tax, Internal Revenue Service, Treasury",19408242318.96
"Department of the Treasury","Internal Revenue Service",1113,"Payment Where Health Coverage Tax Credit Exceeds Liability for Tax, Internal Revenue Service, Treasury",24791092.4
"Department of the Treasury","Internal Revenue Service",1123,"Payment Where Small Business Health Insurance Tax Credit Exceeds Liability for Tax, Internal Revenue Service, Treasury",6532046.7
"Department of the Treasury","Internal Revenue Service",1115,"Payment Where Certain Tax Credits Exceeds Liability for Corporate Tax, Internal Revenue Service, Treasury",626109080.26
"Department of the Treasury","Internal Revenue Service",1116,"Payment Where American Opportunity Credit Exceeds Liability for Tax - Recovery Act, Internal Revenue Service, Treasury",3468550731.9
"Department of the Treasury","Internal Revenue Service",1121,"Payment to Issuer of Qualified Energy Conservation Bonds, Internal Revenue Service, Treasury",39500791.64
"Department of the Treasury","Internal Revenue Service",1120,"Payment to Issuer of New Clean Renewable Energy Bonds, Internal Revenue Service, Treasury",40467545.95
"Department of the Treasury","Internal Revenue Service",1119,"Payment to Issuer of Qualified School Construction Bonds, Internal Revenue Service, Treasury",673331271.27
"Department of the Treasury","Internal Revenue Service",1118,"Payment to Issuer of Qualified Zone Academy Bonds, Internal Revenue Service, Treasury",52359345.62
"Department of the Treasury","Internal Revenue Service",1124,"Therapeutic Discovery Program Grants and Administration, Internal Revenue Service, Treasury",3396
"Department of the Treasury","Internal Revenue Service",1106,"Refunding Internal Revenue Collections, Interest (Indefinite), Treasury",1147581116.03
"Department of the Treasury","Internal Revenue Service",1168,"Internal Revenue Service, Miscellaneous Retained Fees, Treasury",3006381.42
"Department of the Treasury","Internal Revenue Service",1166,"Gifts to Reduce Debt Held by the Public, Bureau of the Fiscal Service, Treasury",0
"Department of the Treasury","Internal Revenue Service",1171,"Private Collection Agent Program, Internal Revenue Service, Treasury",2273275.84
"Department of the Treasury","Internal Revenue Service",1175,"Special Compliance Personnel Program, Internal Revenue Service, Treasury",0
"Department of the Treasury","Internal Revenue Service",1105,"Refunding Internal Revenue Collections (Indefinite), Treasury",309780254759.7
"Department of the Treasury","Internal Revenue Service",1169,"Informant Payments, Internal Revenue Service, Treasury",22293898.47
"Department of the Treasury","Internal Revenue Service",1160,"Federal Tax Lien Revolving Fund, Internal Revenue Service, Treasury",264056.76
"Department of the Treasury","Comptroller of the Currency",1236,"Assessment Funds, Office of the Comptroller of the Currency, Treasury",1110256514.67
"Department of the Treasury","Interest on the Public Debt",1100,"Interest on the Public Debt (Indefinite), Bureau of the Fiscal Service, Treasury",456955259352.71
"Department of Veterans Affairs","Veterans Health Administration",1425,"Medical Care Collections Fund, Veterans Affairs",0
"Department of Veterans Affairs","Veterans Health Administration",1420,"Canteen Service Revolving Fund, Veterans Affairs",500488888.54
"Department of Veterans Affairs","Veterans Health Administration",1438,"General Post Fund, National Homes, Veterans Affairs",22641039.69
"Department of Veterans Affairs","Veterans Health Administration",1409,"Veterans Choice Fund, Veterans Health Administration, Veterans Affairs",5574250308.78
"Department of Veterans Affairs","Benefits Programs",1391,"Compensation and Pensions, Veterans Benefits Administration, Veterans Affairs",85615162566.51
"Department of Veterans Affairs","Benefits Programs",1397,"Readjustment Benefits, Veterans Benefits Administration, Veterans Affairs",13751733677.63
"Department of Veterans Affairs","Benefits Programs",1394,"Veterans Insurance and Indemnities, Veterans Benefits Administration, Veterans Affairs",113791304.8
"Department of Veterans Affairs","Benefits Programs",1415,"Filipino Veterans Equity Compensation Fund, Benefits Programs, Veterans Affairs",84000
"Department of Veterans Affairs","Benefits Programs",1419,"Service-Disabled Veterans Insurance Fund, Veterans Affairs",157360794.4
"Department of Veterans Affairs","Benefits Programs",1418,"Veterans Reopened Insurance Fund, Veterans Affairs",26975534.01
"Department of Veterans Affairs","Benefits Programs",1417,"Servicemen's Group Life Insurance Fund, Veterans Affairs",769784509.75
"Department of Veterans Affairs","Benefits Programs",1422,"Veterans Housing Benefit Program Fund Liquidating Account, Veterans Affairs",1715450.43
"Department of Veterans Affairs","Benefits Programs",1436,"Post-Vietnam Era, Veterans Education Account, Veterans Affairs",161294.32
"Department of Veterans Affairs","Benefits Programs",1435,"National Service Life Insurance Fund, Veterans Affairs",809854547.81
"Department of Veterans Affairs","Benefits Programs",1437,"United States Government Life Insurance Fund, Veterans Affairs",694484.74
"Department of Veterans Affairs","Benefits Programs",1439,"Veterans Special Life Insurance Fund, Trust Revolving Fund, Veterans Affairs",201869923.49
"Department of Veterans Affairs","Departmental Administration",1410,"Grants for Construction of State Extended Care Facilities, Departmental Administration, Veterans Affairs",31829990.53
"Department of Veterans Affairs","Departmental Administration",1411,"Grants for the Construction of State Veterans Cemeteries, Departmental Administration, Veterans Affairs",52501486
"Department of Veterans Affairs","Departmental Administration",1421,"Pershing Hall Revolving Fund, Veterans Affairs",70415.02
"Department of Veterans Affairs","Departmental Administration",1434,"Department of Veterans Affairs Cemetery Gift Fund, Veterans Affairs",278813.62
"Department of Veterans Affairs","Departmental Administration",1426,"National Cemetery Administration Facilities Operation Fund, Veterans Affairs",0
"Department of Veterans Affairs","Departmental Administration",1423,"Supply Fund, Veterans Affairs",1164057262.56
"Department of Veterans Affairs","Departmental Administration",1424,"Franchise Fund, Veterans Affairs",949795631.5
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2532,"Construction, Corps of Engineers, Civil",994272644.17
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2533,"Operation and Maintenance, Corps of Engineers-Civil",1320120895.98
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2530,"Mississippi River and Tributaries, Corps of Engineers-Civil",125410680.37
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2535,"Flood Control and Coastal Emergencies, Corps of Engineers, Civil",273547365.32
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2531,"Investigations, Corps of Engineers, Civil",65778771.12
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2538,"Formerly Utilized Sites Remedial Action Program, Corps of Engineers-Civil",31760011.03
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2540,"Expenses - Recovery Act, Corps of Engineers - Civil",0
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2537,"Washington Aqueduct Capital Improvements, Corps of Engineers-Civil",4432.3
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2545,"Payments to States, Flood Control Act of 1954, Corps of Engineers - Civil",0
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2544,"Hydraulic Mining in California, Debris Fund, Corps of Engineers-Civil",107274.56
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2546,"Maintenance and Operation of Dams and Other Improvements of Navigable Waters, Corps of Engineers - Civil",2649301.35
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2542,"Revolving Fund, Corps of Engineers, Civil",3948158246.1
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2548,"Interagency America the Beautiful Pass Revenues, Corps of Engineers-Civil",0
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2549,"Special Use Permit Fees, Corps of Engineers-Civil",0
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2557,"Rivers and Harbors Contributed and Advance Funds, Corps of Engineers, Civil",208260029.97
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2555,"Coastal Wetlands Restoration Trust Fund, Corps of Engineers - Civil",5663805.34
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2554,"South Dakota Terrestrial Wildlife Habitat Restoration Trust Fund, Corps of Engineers - Civil",0
"Department of Defense","Military Retirement",2561,"Payments to Military Retirement Fund, Defense",81192000000
"Department of Defense","Military Retirement",2638,"Department of Defense Military Retirement Fund",43270097431.19
"Department of Defense","Retiree Health Care",2602,"Payment to Department of Defense Medicare-Eligible Retiree Health Care Fund",5670000000
"Department of Defense","Retiree Health Care",2618,"Department of Defense, Medicare-Eligible Retiree Health Care Fund",8157266450.41
"Department of Defense","Educational Benefits",2639,"Department of Defense, Education Benefits Fund",217132759.35
"Department of Defense","American Battle Monuments Commission",2070,"Salaries and Expenses, American Battle Monuments Commission",79003902.07
"Department of Defense","American Battle Monuments Commission",2071,"Foreign Currency Fluctuations Account, American Battle Monuments Commission",0
"Department of Defense","American Battle Monuments Commission",2074,"Contributions, American Battle Monuments Commission",618957.24
"Department of Defense","Armed Forces Retirement Home",2288,"General Fund Payment, Armed Forces Retirement Home, Defense-Civil",22000000
"Department of Defense","Cemeterial Expenses",1253,"Construction, Cemeterial Expenses, Army",11852853.52
"Department of Defense","Cemeterial Expenses",1285,"National Military Cemeteries Concessions, Army",5600
"Department of Defense","Forest and Wildlife Conservation, Military Reservations",968,"Wildlife Conservation, Etc., Military Reservations, Navy",141290.05
"Department of Defense","Forest and Wildlife Conservation, Military Reservations",1281,"Wildlife Conservation, Etc., Military Reservations, Army",1293305.68
"Department of Defense","Forest and Wildlife Conservation, Military Reservations",1527,"Wildlife Conservation, Etc., Military Reservations, Air Force",849335.56
"Department of Defense","Forest and Wildlife Conservation, Military Reservations",1283,"Department of Defense, Forest Products Program, Army",0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1580,"Office of Inspector General - Recovery Act, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1577,"Energy Research and Development, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1572,"Operations, Research, and Facilities, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1589,"Exxon Valdez Settlement Fund, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1578,"Buildings and Facilities, Environmental Protection Agency",44193256.83
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1574,"State and Tribal Assistance Grants, Environmental Protection Agency",3589194847.9
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1573,"State and Tribal Assistance Grants - Recovery Act, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1582,"Payment to the Hazardous Substances Superfund, Environmental Protection Agency",1038130920
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1590,"Pesticide Registration Fund, Environmental Protection Agency",20572869.8
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1584,"Reregistration and Expedited Processing Revolving Fund, Environmental Protection Agency",18848161.71
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1585,"Revolving Fund for Certification and Other Services, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1587,"Damage Assessment and Restoration Revolving Fund, Environmental Protection Agency",1166320.19
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1588,"Working Capital Fund, Environmental Protection Agency",244401196.29
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1602,"Hazardous Substance Superfund - Recovery Act, Environmental Protection Agency",280859.06
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1603,"Leaking Underground Storage Tank Trust Fund Program - Recovery Act, Environmental Protection Agency",0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1604,"Inland Oil Spill Programs, Environmental Protection Agency",29246321.59
"US Agencies - Non-CFO Act","Executive Office of the President",236,"Office of Environmental Quality Management Fund, Council on Environmental Quality and Office of Environmental Quality, Executive Office of the President",31984.69
"US Agencies - Non-CFO Act","Executive Office of the President",196,"Presidential Transition Administrative Support, Executive Office of the President",7337767.74
"US Agencies - Non-CFO Act","Executive Office of the President",253,"Gifts and Donations, the White House Conference on Drug Abuse and Control, Executive Office of the President",2400
"US Agencies - Non-CFO Act","Executive Office of the President",231,"General Fund Payment to the Trade Enforcement Trust Fund, Office of the U.S. Trade and Respresentative, Executive Office of the President",15000000
"US Agencies - Non-CFO Act","Executive Office of the President",170,"Data-Driven Innovation, Funds Appropriated to the President, Executive Office of the President",22521.89
"US Agencies - Non-CFO Act","Executive Office of the President",173,"Information Technology Oversight and Reform, Funds Appropriated to the President, Executive Office of the President",30132356.37
"US Agencies - Non-CFO Act","Executive Office of the President",242,"Spectrum Relocation Fund, Executive Office of the President",20453000
"General Services Administration","Real Property Activities",1453,"Real Property Relocation, General Services Administration",0
"General Services Administration","Real Property Activities",1469,"Unconditional Gifts of Real, Personal, or Other Property, General Services Administration",0
"General Services Administration","Supply and Technology Activities",1456,"Acquisition Services Fund, General Services Administration",13626210788.37
"General Services Administration","General Activities",1451,"Office of Inspector General - Recovery Act, General Services Administration",0
"General Services Administration","General Activities",1454,"Expenses, Electronic Government (E-Gov) Fund, General Services Administration",0
"General Services Administration","General Activities",1448,"Expenses, Presidential Transition, General Services Administration",9720403.47
"General Services Administration","General Activities",1455,"Pre-Election Presidential Transition, General Services Administration",4069669.67
"General Services Administration","General Activities",1460,"Federal Citizen Services Fund, General Services Administration",59225455.79
"General Services Administration","General Activities",1457,"Working Capital Fund, General Services Administration",693367383.36
"US Agencies - Non-CFO Act","Other International Assistance Programs",2036,"Central America and the Caribbean Emergency Disaster Recovery Fund, Agency for International Development",0
"US Agencies - Non-CFO Act","Other International Assistance Programs",214,"Nonproliferation and Disarmament Fund, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","Other International Assistance Programs",238,"Foreign Military Loan Liquidating Account, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","Other International Assistance Programs",188,"Contribution to the African Development Bank, Funds Appropriated to the President",32418000
"US Agencies - Non-CFO Act","Other International Assistance Programs",186,"Contribution to the African Development Fund, Funds Appropriated to the President",214332000
"US Agencies - Non-CFO Act","Other International Assistance Programs",230,"Global Agriculture and Food Security Program",39889375
"US Agencies - Non-CFO Act","Other International Assistance Programs",185,"Contribution to the International Finance Corporation, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","Other International Assistance Programs",177,"Global Environment Facility, Funds Appropriated to the President",146563000
"US Agencies - Non-CFO Act","Other International Assistance Programs",181,"Contribution to the International Development Association, Funds Appropriated to the President",1197128000
"US Agencies - Non-CFO Act","Other International Assistance Programs",189,"Contribution to the Multilateral Investment Guarantee Agency, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","Other International Assistance Programs",183,"Contribution to the Asian Development Bank, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","Other International Assistance Programs",178,"Contribution to the Asian Development Fund, Funds Appropriated to the President",99233000
"US Agencies - Non-CFO Act","Other International Assistance Programs",191,"Contribution to the European Bank for Reconstruction and Development, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","Other International Assistance Programs",206,"Contribution to the North American Development Bank, Funds Appropriated to the President",0
"US Agencies - Non-CFO Act","Other International Assistance Programs",209,"Contribution to the International Fund for Agricultural Development, Funds Appropriated to the President",30000000
"Agency for International Development","Agency for International Development (no sub-agencies)",2024,"Food and Nutrition, Development Assistance, Economic Assistance, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2025,"Population Planning and Health, Development Assistance, Economic Assistance, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2026,"Education and Human Resources Development, Development Assistance, Economic Assistance, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2029,"HIV/AIDS Working Capital Fund, Agency for International Development",764680452.73
"Agency for International Development","Agency for International Development (no sub-agencies)",2021,"Sub-Saharan Africa, Development Assistance, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2020,"Sahel Development Program, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2033,"Sub-Saharan Africa Disaster Assistance, Funds Appropriated to the President",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2007,"Capital Investment Fund of the United States Agency for International Development, Funds Appropriated to the President",195310778.13
"Agency for International Development","Agency for International Development (no sub-agencies)",2010,"Civilian Stabilization Initiative, Funds Appropriated to the President, Agency for International Development",1196016.72
"Agency for International Development","Agency for International Development (no sub-agencies)",2040,"Property Management Fund, Agency for International Development",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2043,"Working Capital Fund, International Assistance Program",14167969.76
"Agency for International Development","Agency for International Development (no sub-agencies)",2044,"Acquisition of Property Revolving Fund, Agency for International Development",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2045,"Loan Guarantees to Israel Program, Reimbursements of Administrative Expenses, Agency for International Development",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2009,"Loans Guarantees to Egypt Program Account, International Assistance Programs, Agency for International Development",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2013,"Urban and Environmental Credit Program Account, Agency for International Development",9167120
"Agency for International Development","Agency for International Development (no sub-agencies)",2041,"Housing and Other Credit Guaranty Programs, Liquidating Account, Agency for International Development",5819138.03
"Agency for International Development","Agency for International Development (no sub-agencies)",2012,"Private Sector Loans Program Account, Agency for International Development",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2042,"Private Sector Revolving Fund, Liquidating Account, Agency for  International Development",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2039,"Development Loan Fund, Executive",7714237.25
"Agency for International Development","Agency for International Development (no sub-agencies)",2052,"Foreign National Employees Separation Liability Fund, Agency for International Development",6315980.95
"Agency for International Development","Agency for International Development (no sub-agencies)",2053,"Technical Assistance, United States Dollars Advanced from Foreign Governments, Agency for International Development",0
"Agency for International Development","Agency for International Development (no sub-agencies)",2054,"Gifts and Donations, Agency for International Development",82162989.09
"US Agencies - Non-CFO Act","Peace Corps",241,"Host Country Resident Contractors Separation Liability Fund, Peace Corps",3539851.12
"US Agencies - Non-CFO Act","Peace Corps",259,"Foreign Service National Separation Liability Trust Fund, Peace Corps",0
"US Agencies - Non-CFO Act","Peace Corps",257,"Gifts and Contributions, Peace Corps",2505488
"US Agencies - Non-CFO Act","Peace Corps",258,"Advances from Foreign Governments, Peace Corps",13441.02
"US Agencies - Non-CFO Act","Other International Assistance Programs",256,"Gifts, Donations and Contributions, Inter-American Foundation, Funds Appropriated to the President",145373.21
"US Agencies - Non-CFO Act","African Development Foundation",252,"Gifts and Donations, African Development Foundation",2824329.48
"US Agencies - Non-CFO Act","Other International Assistance Programs",255,"Advances, Foreign Military Sales, Funds Appropriated to the President",30830834045.09
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2263,"Science, Aeronautics, and Exploration, National Aeronautics and Space Administration",292882.26
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2260,"Science, Aeronautics and Technology, National Aeronautics and Space Administration",3706.74
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2262,"Mission Support, National Aeronautics and Space Administration",8.79
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2273,"Working Capital Fund, National Aeronautics and Space Administration",436404228.99
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2281,"Science, Space and Technology Education Trust Fund, National Aeronautics and Space Administration",1000000
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2279,"Endeavor Teacher Fellowship Trust Fund, National Aeronautics and Space Administration",0
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2282,"Gifts and Donations, National Aeronautics and Space Administration",350000
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2280,"National Space Grant Program, National Aeronautics and Space Administration",0
"National Science Foundation","National Science Foundation (no sub-agencies)",1474,"Office of Inspector General - Recovery Act, National Science Foundation",0
"National Science Foundation","National Science Foundation (no sub-agencies)",1477,"Salaries and Expenses, H-1B Funded, Education  and Human Resources, National Science Foundation",119487901.29
"National Science Foundation","National Science Foundation (no sub-agencies)",1479,"Donations, National Science Foundation",41586200.3
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1320,"OPM Building Delegation Fund, Office of Personnel Management",9495271.75
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1317,"Government Payment for Annuitants, Employees' Health Benefits, Office of Personnel Management",12653763035.66
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1319,"Government Payment for Annuitants, Employee Life Insurance     Benefits, Office of Personnel Management",42613264.87
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1316,"Payment to Civil Service Retirement and Disability Fund, Office of Personnel Management",40635717062
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1321,"Flexible Benefits Plan Reserve, Office of Personnel Management",11497045.19
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1323,"Postal Service Contributions for Retiree Health Benefits, Office of Personnel Management",3450031248.35
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1322,"Revolving Fund, Undistributed SIBAC Chargebacks for Washington, DC, Office of Personnel Management",1513500557.07
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1327,"Civil Service Retirement and Disability Fund, Office of Personnel Management",83887271847.43
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1328,"Employees' Life Insurance Fund, Office of Personnel Management",3065134832.82
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1330,"Retired Employees' Health Benefits Fund, Office of Personnel Management",344191.3
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1329,"Employees' Health Benefits Fund, Office of Personnel Management",50861728740.99
"Small Business Administration","Small Business Administration (no sub-agencies)",2069,"Business Assistance Trust Fund, Small Business Administration",12908.86
"Small Business Administration","Small Business Administration (no sub-agencies)",2057,"Office of Inspector General - Recovery Act, Small Business Administration",0
"Small Business Administration","Small Business Administration (no sub-agencies)",2058,"Office of Advocacy, Small Business Administration",8113497.92
"Small Business Administration","Small Business Administration (no sub-agencies)",2066,"Surety Bond Guarantees Revolving Fund, Small Business Administration",15522309.11
"Small Business Administration","Small Business Administration (no sub-agencies)",2067,"Surety Bond Guarantees Revolving Fund - Recovery Act, Small Business Administration",20598.98
"Small Business Administration","Small Business Administration (no sub-agencies)",2062,"Business Loans Program Account - Recovery Act, Small Business Administration",20042247
"Small Business Administration","Small Business Administration (no sub-agencies)",2065,"Business Loan and Investment Fund, Liquidating Account, Small Business Administration",2705004.65
"Small Business Administration","Small Business Administration (no sub-agencies)",2064,"Disaster Loan Fund, Liquidating Account, Small Business Administration",185643.71
"Social Security Administration","Social Security Administration (no sub-agencies)",1356,"Payments for Credits Against Social Security Contributions, Social Security Administration",29216.12
"Social Security Administration","Social Security Administration (no sub-agencies)",1353,"Administrative Costs, The Medicare Improvements for Patients and Providers Act, Social Security Administration",0
"Social Security Administration","Social Security Administration (no sub-agencies)",1354,"Administrative Expenses, Children's Health Insurance Program, Social Security Administration",15708.92
"Social Security Administration","Social Security Administration (no sub-agencies)",1349,"Special Benefits for Certain World War II Veterans, Social Security Administration",2878593.7
"Social Security Administration","Social Security Administration (no sub-agencies)",1355,"Limitation on Administrative Expenses - Recovery Act, Social Security Administration",0
"Social Security Administration","Social Security Administration (no sub-agencies)",1357,"State Supplemental Fees, Social Security Administration",122212686.51
"US Agencies - Non-CFO Act","Barry Goldwater Scholarship and Excellence in Education Foundation",2670,"Trust Fund, the Barry Goldwater Scholarship and Excellence in Education Fund",2678904.94
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2808,"Broadcasting to Cuba, Broadcasting Board of Governors",0
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2815,"Miscellaneous Trust Fund, Broadcasting Board of Governors",0
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2806,"Broadcasting Capital Improvements, Broadcasting Board of Governors",7341052.56
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2809,"Buying Power Maintenance, Broadcasting Board of Governors",0
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2814,"Foreign Service National Separation Liability Trust Fund, Broadcasting Board of Governors",472215.44
"US Agencies - Non-CFO Act","Bureau of Consumer Financial Protection",2838,"Bureau of Consumer Financial Protection Fund, Bureau of Consumer Financial Protection",593525720.47
"US Agencies - Non-CFO Act","Bureau of Consumer Financial Protection",2839,"Consumer Financial Civil Penalty Fund, Bureau of Consumer Financial Protection",262480735.11
"US Agencies - Non-CFO Act","Chemical Safety and Hazard Investigation Board",2797,"Emergency Fund, Chemical Safety and Hazard Investigation Board",0
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission",2682,"Expenses, Commodity Futures Trading Commission, Unliquidating Deficiency",0
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission",2683,"Commodity Futures Trading Commission Customer Protection Fund, Commodity Futures Trading Commission",12177313.56
"US Agencies - Non-CFO Act","Consumer Product Safety Commission",1565,"Gifts and Donations, Consumer Product Safety Commission",0
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2783,"Payment to the National Service Trust, Corporation for National and Community Service",206842000
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2785,"Office of Inspector General-Recovery Act, Corporation for National and Community Service",0
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2782,"Vista Advance Payment Revolving Fund, Corporation for National and Community Service",11679002.48
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2789,"Gifts and Contributions, Corporation for National and Community Service",81939.31
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2788,"National Service Trust, Corporation for National and Community Service",218027645.09
"US Agencies - Non-CFO Act","Corporation for Public Broadcasting",1092,"Public Broadcasting Fund, Corporation for Public Broadcasting, Treasury",495000000
"US Agencies - Non-CFO Act","Council of the Inspectors General on Integrity and Efficiency",2829,"Inspectors General Council Fund, Council of the Inspectors General on Integrity and Efficiency",8690004.76
"US Agencies - Non-CFO Act","Denali Commission",2802,"Expenses, Denali Commission",32419705.13
"US Agencies - Non-CFO Act","Denali Commission",2803,"Gifts and Donations, Denali Commission",0
"US Agencies - Non-CFO Act","Denali Commission",2805,"Denali Commission Trust Fund",2521221.53
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts",2694,"Payments, Federal Payment for Defender Services in District of Columbia Courts",39325057.89
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts",2695,"District of Columbia Crime Victims Compensation Fund, District of Columbia Courts",8607107.38
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts",1129,"Federal Payment to the District of Columbia Judicial Survivors and Annuity Fund, Treasury",15581000
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts",1235,"District of Columbia Judicial Retirement and Survivor's Annuity Fund, Treasury",13274286.47
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1131,"Federal Payment for Resident Tuition Support, Treasury",40000000
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1143,"Federal Payment for School Improvement, Treasury",45000000
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1138,"Federal Payment to the District of Columbia Water and Sewer Authority, Treasury",14000000
